Roche
Olea
Egerton
Beane etes
Ligula profundissima
Kellia suborbicularis
Corbula nucleus
Nera cuspidata
Pandora obtusa
Lyonsia striata
Thracia pubescens
Saxicava aretica
Kellia abyssicola
Lucina commutata
Astarte incrassata
Cytherea apicalis
Venus ovata
Cardium papillosum
Cardita squamosa
Terebratula truncata
Lottia gussonii
Arca lactea
Pectunculus pilosus
Nucula polii
Modiola barbata
Lima squamosa
Anomia polymorpha
Terebratula seminula
Crania ringens
Gasteropoda
Lottia unicolor
Calyptreea sinense
Emarginula elongata
Fissurella graeca
Bulla aperta
Siliquaria anguina
Scissurella plicata
Solarium stramineum
Trochus
Bulla cornea
Coriocella perspicua
Natica millepunctata
Turbo sanguineus
Phasianella pulla
Eulhna distorta
Cerithium lima
Triforis adversum
Parthenia
Rissoa ventricosa
Pleurotoma formicaria
Turritella
Echinodermata
Zoophyta
Hornera
Lepralia
Cellepora
Grantia
Hekinus monilis
Cidaris histrix
Echinocyamus
Crustacea
Serpula
Testacea
Lima elongata
Cardita aculeata
Rissoa reticulata
Fusus muricatus
Rissoa reticulata
Turbo sanguineus
Venus ovata
Nacula striata
Pecten similis
Brachiopoda
Lamellibranchiata
Venus ovata
Cardium minimum
Cardita squamosa
Arca lactea
Ligula profundissima
Corbula nucleus
Poromya anatinoides
Nezra cuspidata
Pandora obtusa
Saxicava arctica
Nucula
Lucina commutata
Astarte incrassata
Modiola barbata
Lima elongata
Cytherea apicalis
Pecten dumasii
Ostrea cochlear
Anomia polymorpha
Terebratula truncata
Terebratula vitrea
Crania ringens
Gasteropoda
Chiton leevis
Lottia unicolor
Pileopsis ungaricus
Emarginula cancellata
Fissurella
Bullea aperta
Bulla utriculus
Natica pulchella
Eulima distorta
Parthenia
Rissoa ventricosa
Turritella triplicata
Scissurella plicata
Trochus tinei
Turbo sanguineus
Phasianella pulla
Cerithium lima
Triforis adversum
Pleurotoma formicaria
Fusus muricatus
Morex cristatus
Nassa intermedia
Mitra ebenus
Tornatella fasciata
Marginella clandestina
Testacea
Pteropoda
Lamellibranchiata
Lamellibranchiata
Arca imbricata
Nucula egeensis
Ligula profundissima
Neera attenuata
Arca lactea
Kellia abyssicola
Trochus millegranus
Ditrupa
Lima crassa
Nucula egeensis
Sealaria hellenica
Parthenia fasciata
Peeten similis
Arca imbricata
Rissea reticulata
Ligula profundissima
Dentalinm
Cerigo
Bullea angustata
Rissoa acuta
Cerithium lima
Ophiura abyssicola
Amphiura florifera
Amphiura
Pectinura vestita
Echinocyamus
Caryophyllia cyathus
Idmonea
Crustacea
Foraminifera
Nodosaria
Textularia
Rotalia
Cristellaria
Lamellibranchiata
Area lactea
Ligula profundissima
Corbula anatinoides
Nevera cuspidata
Nueula polii
Pandora obtusa
Thracia pholadomyoides
Lima elongata
Kellia abyssicola
Pecten dumasii
Asiarte pusilla
Venus ovata
Lucina ferruginosa
Cardium minimum
Cardita squamosa
Ostrea cochlea
Anomia polymorpha
Terebratula detruncata
Crania
Gasteropoda
Lottia unicolor
Rissoa acuta
Bullza aperta
Scalaria hellenica
Scissurella plicata
Trochus millegranus
Bulla utriculus
Cerithium lima
Pleurotoma abyssicola
Eulima subulata
Fusus echinatus
Parthenia ventricosa
Nassa intermedia
Marginella clandestina
Dentalium quinquangulare
Rissoa reticulata
Littorina
Fasciolaria tarentina
Cardium edule
Plant��padina pavonia
Cerithium vulgatum
Zostera
Aplysia
Cardium papillosum
Nuecnla emarginata
Dictyomenia volubilis
Codium bursa
Cardita aculeata
Nueula striata
Pecten opercularis
Cellaria ceramioides
Myriapora truncata
Rityphleea tinctoria
Venus ovata
Turbo sanguineus
Cidaris histrix
Brachiopoda
Rissoa reticulata
Pecten similis
Echinus monilis
Nullipora
Kellia abyssicola
Ligula profundissima
Pecten hoskynsi
Pteropoda
Ophiura abyssicola
Idmonea
Arca lactea
Cerithium lima
Nucule margaritacea
Marginella claudestina
Dentalinm
Corbula
Neera euspidata
Pandora abtusa
Venus apicalis
Turritella
Triforis
Columbella
Cardita trapezia
Modiola barbata
Tellina pulchella
Venus ovata
Cardita squamosa
Pecten polymorphus
Pecten hyalinus
Crania
Natica pulchella
Rissoa ventricosa
Rissou reticulata
Columbella rustica
Trochus exiguus
Conus mediterraneus
Terebraiula detruncata
Testacea
Testacea
Testacea
Pteropoda
Brachiopoda
Pteropoda
Brachiopoda
Conchifera
Testacea
Testacea
Testacea
Testacea
Brachiopoda
Crustacea
Radiata
Caulerpa prolifera
Mollusca
Nerita viridis
Ligula profundissima
Nucula
Nacula striata
Cardium papillosum
Cardium
Cardita calyculata
Cardita trapezia
Cardita squamosa
I. lactea
Arca
Iii. exiguus
Trochus
V. millegranus
V. intermedia
Vil. granulata
Vi. reticulata
Cardium
Trochus
Pleurotoma
Nassa
Testacea
Mollusca
Radiata
Pteropoda
Nassa substriata
Nera costulata
Vertebrata
Mollusca
Cephalopoda
Mollusca
Pteropoda
Nudibranchia
Brachiopoda
Mollusca
Gasteropoda
Mollusca
Mollusca
Moilusca tunicata
Radiata
Echinodermata
Cidaris
Zoophyta
Graptolites
Cladocora cespitosa
Testacea
Articulata
Foraminifera
Peetunculus pilosus
Arca tetragona
Cardita trapezia
Cytherea apicalis
Trochus ziziphinus
T. exiguus
Turbo rugosus
Phasianetla pulla
Turritella
Rissoa cimicoides
Cerithium lima
Pleurotoma gracilis
Serpula
Cellepora
Millepora
Trochus ziziphinus
Trochus millegranus
Area tetragona
Pectunculus
Zrochus ziziphinus
Mollusca
Foraminifera
Melania
Melanopsis
Neritina
Mollusca
Cerithium mannméillatum
Cerithium
Telmessus
Testacea
Conchifera
Brachiopoda
Pinna squamosa
Pecten sulcatus
Modiola tulipa
Modiola barbata
Solen tenuis
Nneula margaritacea
Cytherea chione
Thracia pubescens
Ligula boysii
Pandora obtusa
Artemis lincta
Tellina donacina
Pullastra virginea
Corbula nucleus
Venus verrucosa
Cardium echinatum
Artemis lincta
Montacuta
Nucula margaritacea
Lucina lactea
Turritella terebra
Cardium rusticum
Parthenia
Eulima subulata
Cardita suleata
Bulla truncatula
Patella scutellaris
Calyptrea sinense
Bulla hydatis
Ringuienla auriculata
Turritella
Cerithium
Cerithium lima
Buccinum variabile
Aplysia depilans
Murex brandaris
Ostraa plicatula
Natica pulchelia
Chirodota
Cucumaria pentactes
Serpula
Crustacea
Ophiura albida
Caryophyllia cyathus
Crustacea
Gobius
Plants��zostera oceanica
Canlerpa prolifera
Dictyomenia volubilis
Acetabularia
Modiola tulipa
Pecten polymorphus
Cardita trapezia
Cardium exiguum
Nucula margaritacea
Ligula boysii
Lucina transversa
Pleurotoma attenuata
Trochus magus
Cerithium lima
Nerita viridis
Natica millepunctata
Parthenia
Dentalinm
Ophioderma lacertosa
Crustacea
Tellina balaustina
Hiatella arctica
Deutalium
Natica valenciensii
Turbo rugosus
Trochus creuulatus
Triforis adversum
Chenopus
Columbella rustica
Fusus
Murex cristatus
Mitra obsoleta
Pleurobranchus
Asterias
Ophioderma lacertosa
Avicula tarentina
Hiatella arctica
Amphiura
Lucina spinifera
Liguia prismatica
Pandora obtusa
Astarte pusilla
Ophiura texturata
Comatula mediterranea
Modiola tulipa
Anomia ephippium
Pecten polymorphus
Cytherea apicalis
Cardium exiguum
Cardita trapezia
Nucula emarginata
Arca lactea
Ligula boysii
Doris tenerrima
Ascidia
Aplidium
Crustacea
Modiola tulipa
Lima tenera
Pectunculus lineatus
Nucula emarginata
Cardita sulcata
Ags echinatum
Venus ovata
Cytherea venetiana
Lucina spinifera
Tellina donacina
Saxicava arctica
Thracia pubescens
Corbula nucleus
Ligula prismatica
Solen coarctatus
Murex brandaris
Cerithium vulgatum
Conus mediterrancus
Turritella
Rissoa cimex
Trochus exiguus
Natica pulchella
Bulla hydatis
Balimus acutus
Quercus coccifer
Pecter pes-felis
Venns ovata
Cytherea apicalis
Lucina bipartita
Astarte incrassata
Cardita trapezia
Arca harbata
Terehratula truncata
Crania ringens
Fusus lavatus
Columbella
Cerithium lima
Codium tomentosum
Pecten pusio
Nucula margaritacea
Cytherea apicatis
Cardita squamosa
Cardium papillosum
Tusus fasciolarioides
Murex brandaris
Vermetus gigas
Trochus exignus
Turbo rugosus
Pleurobranchus
Echinocyamus
Triforis adversum
Tornatella fasciata
Mitra obsoleta
Emarginnla elongata
Murex cristatus
Troclus fanulum
Turbo sangniueus
Radiata��echinus monilis
Echinocyamus
Turritella
Cidaris
Natica valenciensii
Cypreea europea
Emarginula
Lottia
Chiton rissoi
Asterina
Echinus monilis
Cidaris
Echinocyamus
Myriapora truncata
Crania ringens
Lima elongata
New. crassa
Modiola
Pecten teste
Cardita squamosa
Cape���cytherea apicalis
Venus ovata
Astarte pusilla
Lucina commutata
Terebratula truncata
Arca lactea
Pecten varius
Pleurotoma crispata
Lima elongata
Modiola
Hiatella arctica
Ml. barbata
Cardita aculeata
Fusus muricatus
Astarte incrassata
Triforis perversum
Cytherea apicalis
Venus ovata
Turritella
Area tetragona
Trochus exiguus
Turbo sanguineus
Murex cristatus
Rissoa reticulata
Pleurotoma
Marginella
Tornatella pusilla
New. crispata
Fissurella greca
Cerithium lima
Cleodora pyramidata
Trochus exiguus
Phasianella pulla
Rissoa reticulata
Caryophyllia
Echinocyamus
Echinus monilis
Turbo
Natica pulchella
Crustacea
Lima crassa
Nucula polii
Area lactea
Poromya anatinoides
Newra costellata
Hiatella rugosa
Terebratula vitrea
Rissoa reticulata
Crania ringens
Toomus millegranus
Lima elongata
Parthenia ventricosa
Limacina
Hyalza gibbosa
Cleodora pyramidata
Criseis
Pleurotoma crispata
Mitra phillipi
Cidaris
Cerithium lima
Trochus tinei
Xiv. exiguus
Turbo sanguineus
Rissoa reticulata
Emarginula elongata
Atlanta peronii
Hyalea gibbosa
Anomia polymorpha
Lima elongata
Criseis clava
Pecten similis
Pectinura vestita
New. tany
Cidaris
Nucula polii
Serpula
Balanus
Foraminifera
Kellia abyssicola
Ligula profundissima
Nezra costellata
Murex vaginatus
Cerithium lima
Parthenia ventricosa
Eulima subulata
Bulla utriculus
Lima elongata
Carinaria
Criseis
Cleodora pyramidata
Atlanta peronii
Limacina
Hyalea
Criseis clava
Pecten concentricus
Idmonea
Arca imbricata
Ophiura abyssicola
Nucula striata
Brissus
Serpula
Ditrupa pusilla
Crustacea
Kellia abyssicola
Nevera cuspidata
Xv. costellata
Ligula profundissima
Nassa intermedia
Rissoa reticulata
Pecten similis
Lima elongata
Hyalea cornea
Area lactea
Cadia
Cleodora pyramidata
Poromya anatinoides
Criseis clava
Kellia abyssicola
Nera cuspidata
Limacina minuta
Carinaria
Peracle
Crania ringens
Foraminifera
Marginella
Rissoa reticulata
Parthenia ventricosa
Cerithium lima
Lottia unicolor
Scissurella plicata
Peracle physoides
Hyahea gibbosa
Terebratula vitrea
Ligula profundissima
Cleodora pyramidata
Hyalaa gibbosa
Serpula
Lobatula
Mollusca
Radiata
Ladas planorboides
L. testa pellucida
Peracle physoides
Bellerophina minuta
Mollusca
Gasteropoda
Nudibranchia
Doris aurata
Goniodoris regalis
Goniodoris tenerrima
Goniodoris vivida
Melibea
Scyllea
Melibea
Pleurobranchus
Pleurobranchus limacoides
Pleurobranchus
Pleurobranchus scutatus
Codium tomentosum
Pleurobranchus sordidus
Tectibranchiata
Aplysia saltator
Serpho
Aplysia
Icarus gravesi
Serpho
Bullea alata
B. testa orbiculari
Suda
Bulla retifer
Serpho
Bulla striatula
Bulla turgidula
B. testa inflata
Bulla cretica
Patelloidea
Loria
Patelloidea
Acoma
Lottia
L. testa parva
Chiton freelandi
C. testa arcuata
Elulime unifasciata
E. testa turrita
Parthenia
Parthenia ventricosa
Cerigo
Parthenia turris
P. testa aciculata
Parthenia fasciata
P. testa turrita
Parthenia varicosa
P. testa turrita
Rissoa cimicoides
Rissoa ovatella
Rissoa pulchra
R. testa turrita
Scalaria hellenica
Turritella suturalis
T. testa elongata
Vermetus corneus
V. testa tenui
Trochus pallidus
T. testa conoidea
Trochus lyciacus
T�testa conoidea
Persea
Trochus spratti
Trochus gravesi
Cerithium angustissimum
Pleurotoma
Pleurotoma
Fusus fasciolarioides
F. testa oblonga
Fusus
F. testa elongata
Murex brevis
Nassa
Nassa intermedia
N. testa ovato-oblonga
M. testa lanceolata
Cerigo
Mitra granum
Naxia
Mitra littoralis
M. testa lanceolata
Tornatella
Tornatella pusilla
Naxia
Tornatella globulina
Serpho
Lamellibranchiata
Thracia pholadomyoides
T. testi
Ligula profundissima
Neera atienuata
Poromya
Testa transversa
Poromya anatinoides
Testa convexa
Kellia abyssicola
Kellia transversa
K. testi tenuissima
Kellia ferruginosa
K. testa orbiculari
Astarte pusilla
A. testa minuta
Nucula egeensis
Pecten fenestratus
Pecten concentricus
P. testi
Peeten hoskynsi
P. testa minuta
Lima elongata
Cerigo
Lima cuneata
Limatula
Lima crassa
Limatula
Terebratula appressa
Mollusca
Doris coccinea
Doris argo
Eulima subulata
Turbo
Melania
Eulima polita
Parthenia elegantissima
Turbo
Turbo
Rissoa fulva
Rissoa reticulata
Turbo
Rissoa conifera
Turbo
Rtissoa striata
Turbo
Zissou minutissima
Pleurotoma gracilis
Pleurotoma suturale
Pleurotoma attenuata
Pleurotoma gracile
Fusus muricatus
Fusus echinatus
Ligula sicula
Amphidesma
Lutraria cottardi
Kellia suborbicularis
